Document ID,Chapter,Section No.,Section,Sub-Section,Summary,Action Item,Due date,Periodicity,Marked as Completed,Work Status,Role Assigned To,Document Summary,Document Action Item
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,11,Capacity Management,"- 11.REs shall ensure that the digital payment architecture is robust and scalable, commensurate with the transaction volumes and customer growth. The IT strategy of the RE shall ensure that a robust capacity management plan is in place to meet evolving demand. REs shall also put in place review mechanism of IT/IT Security architecture and technology platform overhaul on a periodic basis based on Board-approved policy.",REs must establish a robust capacity management plan and regularly review their IT and security architectures according to Board-approved policies.,Develop and implement a capacity management plan and set up a mechanism for periodic reviews of the IT/IT Security architecture.,N/A,periodic basis,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,12,Backup Procedures,"- 12.REs shall have necessary capacity, systems and procedures in place to periodically test the backed-up data, application pertaining to digital products to ensure recovery without loss of transactions or audit-trails. These facilities should be tested at least on a half-yearly basis for digital payment products and services.",Organizations must periodically test backup data and systems for digital payment products to ensure transaction recovery without loss.,Schedule and conduct half-yearly tests of backup data for digital payment products and services.,2025-11-27,half-yearly,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,13,Secure Communication,- 13.The communication protocol in the digital payment channels (especially over Internet) shall adhere to a secure standard. An appropriate level of encryption and security shall be implemented in the digital payment ecosystem.,"The communication protocols in digital payment channels must comply with secure standards, ensuring adequate encryption and security measures are in place.",Implement secure communication protocols and encryption standards in all digital payment channels.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,14,Web Applications,"- 14.Web applications providing the digital payment products and services should not store sensitive information in HTML hidden fields, cookies, or any other client-side storage to avoid any compromise in the integrity of the data.","Web applications offering digital payment products must avoid storing sensitive information in HTML hidden fields, cookies, or client-side storage to safeguard data integrity.",Review web application architecture to ensure sensitive information is not stored in insecure client-side locations.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,15,Firewall and DDoS Protection,- 15.REs shall implement Web Application Firewall (WAF) solution and DDoS mitigation techniques to secure the digital payment products and services offered over Internet.,Entities must implement a Web Application Firewall (WAF) solution and DDoS mitigation techniques to protect digital payment products and services offered online.,Deploy WAF and DDoS mitigation strategies for all digital payment services.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,16,Encryption Standards,"- 16.The key length (for symmetric/asymmetric encryption, hashing), algorithms (for encryption, signing, exchange of keys, creation of message digest, random number generators), cipher suites, digital certificates and applicable protocols used in transmission channels, processing of data, authentication purpose, shall be strong, adopting internationally accepted and published standards that are not deprecated/demonstrated to be insecure/vulnerable and the configurations involved in implementing such controls are in general, compliant with extant instructions and the law of the land.",Organizations must ensure the use of strong encryption standards and protocols that comply with accepted international standards and current legal requirements.,Review and update encryption configurations to align with current international standards and legal regulations.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,17,Digital Certificate Management,- 17.REs shall renew their digital certificates used in digital payment ecosystem well in time.,Entities must renew their digital certificates used in the digital payment ecosystem timely to ensure continued secure operations.,Establish a renewal schedule for digital certificates to ensure they are renewed well before expiration.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,18,Application Monitoring,"- 18.The mobile application and internet banking application should have effective logging and monitoring capabilities to track user activity, security changes and identify anomalous behaviour and transactions.",Mobile and internet banking applications must implement effective logging and monitoring to track user activities and identify anomalies.,Implement logging and monitoring capabilities for mobile and internet banking applications.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,19,Application Security Life Cycle,"- 19.REs shall implement multi-tier application architecture, segregating application, database and presentation layer in the digital payment products and services.","Entities must implement a multi-tier application architecture that separates application, database, and presentation layers in their digital payment products and services.",Design and implement a multi-tier architecture in all digital payment applications to enhance security.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,20,Secure by Design,- 20.REs shall follow a ‘secure by design’ approach in the development of digital payment products and services. REs shall ensure that digital payment applications are inherently more secure by embedding security within their development lifecycle.,REs must adopt a 'secure by design' approach in developing digital payment products to enhance security throughout the development lifecycle.,Integrate security measures into the development lifecycle of all digital payment applications.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,21,Security Objectives During Development,"- 21.REs shall explicitly define security objectives (including protection of customer information/data) during (a) requirements gathering, (b) designing, (c) development, (d) testing including source code review, (e) implementation, maintenance & monitoring and (f) decommissioning phases of the digital payment applications.","Organizations must define security objectives, including customer data protection, across various development phases of digital payment applications.",Establish and document security objectives for each phase of development for digital payment applications.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,22,Threat Modelling,"- 22.REs (including those partnering with other entities to co-brand/co-develop applications) shall adopt and incorporate a threat modelling approach during application lifecycle management into their policies, processes, guidelines and procedures.",Organizations must integrate a threat modelling approach into their application lifecycle management policies and procedures.,Update policies and procedures to incorporate threat modelling practices for application lifecycle management.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,23,Escrow Arrangements,"- 23.For digital payment applications that are licensed by a third party vendor, REs shall have an escrow arrangement for the source code for ensuring continuity of services in case the vendor defaults or is unable to provide services.",Organizations must establish an escrow arrangement for the source code of third-party licensed digital payment applications to ensure service continuity in the event of vendor default.,Set up escrow arrangements with the third-party vendor for source code management.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,24,Security Testing,"- 24.REs shall conduct security testing including review of source code, Vulnerability Assessment (VA) and Penetration Testing (PT) of their digital payment applications to assure that the application is secure for putting through transactions while preserving confidentiality and integrity of the data that is stored and transmitted. Such testing should invariably cover compliance with various standards like OWASP. If the source code is not owned by the RE, then, in such cases, the RE shall obtain a certificate from the application developer stating that the application is free of known vulnerabilities, malware and any covert channels in the code. In this context, - 24.a The VA shall be conducted at least on a half-yearly basis; PT shall be conducted at least on a yearly basis. In addition, VA/PT shall be conducted as and when any new IT Infrastructure or digital payment application is introduced or when any major change is performed in application or infrastructure; - 24.b Testing related to review of source code/certification shall be conducted/obtained. This shall continue on a yearly basis, if changes/upgrades have been made to the application during the year; - 24.c Testing/Certification should broadly address the objective that the product/version/module(s) functions only in a manner that it is intended to do, is developed as per the best secure design/coding practices and standards, addressing known flaws/threats due to insecure coding; and - 24.d Penal provisions shall be included by the RE into third-party contractual arrangements for any non-compliance by the application provider.","REs must conduct Vulnerability Assessment (VA) biannually and Penetration Testing (PT) annually on their digital payment applications, ensure source code reviews/certifications annually after changes, and include penal provisions in contracts for non-compliance by application providers.",Schedule and perform the next VA and PT according to the outlined periodicity and obtain necessary certifications for any updates.,2025-11-27,VA: semi-annually; PT: annually,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,25,Automated VA Scanning,"- 25.REs may also run automated VA scanning tools to automatically scan all systems on the network that are critical, public facing or store customer sensitive data on a continuous/more frequent basis.","Organizations must utilize automated VA scanning tools to continuously scan critical, public-facing systems or those storing customer-sensitive data.",Implement automated VA scanning tools for all relevant systems and ensure continuous monitoring.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,26,Vulnerability Management,"- 26.REs shall compare the results from earlier vulnerability scans to verify/ascertain that vulnerabilities are addressed either by patching, implementing a compensating control, or documenting and accepting the residual risk with necessary approval and that there is no recurrence of the known vulnerabilities. The identified vulnerabilities should be fixed in a time-bound manner.","Organizations must ensure that vulnerabilities identified in prior scans are addressed in a timely manner through patching, controls, or documented acceptance of risk.",Compare current vulnerabilities with previous scans and resolve any identified issues promptly.,2025-11-27,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,27,Scanning Procedures,- 27.REs shall ensure that all vulnerability scanning is performed in authenticated mode either with agents running locally on the system to analyse the security configuration or with remote scanners that are given administrative rights on the system being tested.,Organizations must conduct vulnerability scanning in authenticated mode using either local agents or remote scanners with administrative rights.,Ensure vulnerability scanning is performed in authenticated mode per the guidelines specified.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,28,Functionality and Security Testing,- 28.REs shall verify and thoroughly test the functionality (to validate whether the system meets the functional requirements/specifications) and security controls of payment products and services before its launch/moving to the production environment.,Organizations must verify and thoroughly test both functionality and security controls of payment products and services prior to deployment in a production environment.,Conduct comprehensive functionality and security testing of payment products before their launch.,N/A,one-time,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,29,Application Monitoring for Fraud,- 29.REs shall institute a mechanism to actively monitor for the non-genuine/unauthorised/malicious applications (with similar name/features) on popular app-stores and the web and respond accordingly to bring them down.,"Entities must establish a system to actively monitor and respond to non-genuine, unauthorized, or malicious applications on app stores and the web.",Implement a monitoring mechanism for fraudulent applications on app stores and develop a response plan to address identified threats.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,30,Robust Authentication,"- 30.The server at the RE’s end should have adequate checks and balances to ensure that no transaction is carried out through non-genuine/unauthorised digital payment products/applications and the authentication process is robust, secure and centralised.","The server must implement comprehensive checks to prevent transactions through unauthorized digital payment applications, ensuring a robust, secure, and centralized authentication process.",Establish and maintain a secure and centralized authentication system to monitor and control digital payment transactions.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,31,Data Protection,"- 31.The security controls for digital payment applications must focus on how these applications handle, store and protect payment data. The APIs for secure data storage and communication have to be implemented and used correctly in order to be effective. REs shall refer to standards such as OWASP-MASVS, OWASP-ASVS and other relevant OWASP standards, security and data protection guidelines in ISO 12812, threat catalogues and guides developed by NIST (including for Bluetooth and LTE security), for application security and other protection measures. Such testing has to necessarily verify for vulnerabilities including, but not limited to OWASP/OWASP Mobile Top 10, application security guidelines/requirements developed/shared by operating system providers/OEMs.","Security controls for digital payment applications must ensure the effective handling, storage, and protection of payment data by adhering to established standards and guidelines.",Implement and verify security controls following OWASP and NIST guidelines to secure digital payment applications.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,32,Customer Data Redaction,- 32.REs shall redact/mask customer information such as account numbers/card numbers/other sensitive information when transmitted via SMS/e-mails.,Organizations must redact customer information such as account and card numbers when transmitting via SMS or email.,Implement procedures to ensure redaction of sensitive customer information during transmission.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,33,Multi-Factor Authentication,"- 33.In view of the proliferation of cyber-attacks and their potential consequences, REs should implement, except where explicitly permitted/relaxed, multi-factor authentication for payments through electronic modes and fund transfers, including cash withdrawals from ATMs/micro-ATMs/business correspondents, through digital payment applications. At least one of the authentication methodologies should be generally dynamic or non-replicable. [e.g., Use of One Time Password, mobile devices (device binding and SIM), biometric/PKI/hardware tokens, EMV chip card (for Card Present Transactions) with server-side verification could be termed either in dynamic or non-replicable methodologies.]","Regulatory entities must implement multi-factor authentication for electronic payments and fund transfers, requiring at least one dynamic or non-replicable authentication method.",Ensure deployment of multi-factor authentication methods for all electronic payment systems by utilizing dynamic or non-replicable techniques by the end of Q4 2025.,2025-12-31,one-time,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,34,Adaptive Authentication,"- 34.REs may also adopt adaptive authentication to select the right authentication factors depending on risk assessment, user risk profile and behaviour. Properly designed and implemented multi-factor authentication methods are more reliable and stronger fraud deterrents and are more difficult to compromise. The key objectives of multi-factor authentication are to protect the confidentiality of payment data as well as enhance confidence in digital payment by combating various cyber-attack mechanisms like phishing, keylogging, spyware/malware and other internet-based frauds targeted at REs and their customers. In this regard, - 34.a The implementation of appropriate authentication methodologies should be based on an assessment of the risk posed by the RE’s digital payment products and services. The risk should be evaluated in light of the type of customer (e.g., retail/corporate/commercial); the customer transactional requirements/pattern (e.g., bill payment, fund transfer), the sensitivity of customer information and the volume, value of transactions involved. - 34.b Beyond the technology factor, the success of a particular authentication method depends on appropriate policies, procedures, and controls. An effective authentication method should take into consideration customer acceptance, ease of use, reliable performance, scalability to accommodate growth, customer profile, location, transaction, etc., and interoperability with other systems. - 34.c To enhance online processing security, multi-factor authentication and alerts (like SMS, e-mail, etc.) should be applied in respect of all payment transactions (including debits and credits), creation of new account linkages (addition/modification/deletion of beneficiaries), changing account details or revision to fund transfer limits. In devising these security features, REs should take into account their efficacy and differing customer preferences for additional online protection. - 34.d The alerts and OTPs received by the customer for online transactions shall identify the merchant name, wherever applicable, rather than the payment aggregator through which the transaction was effected. - 34.e As an integral part of the multi-factor authentication architecture, REs should also implement appropriate measures to minimise exposure to a middleman attack which is more commonly known as a man-in-the-middle attack (MITM), man-in-the-browser (MITB) attack or man-in-the-application attack. This is to ensure, among other things, that the data in transit is secured and the transactions are authenticated only by genuine/authorised source/process. - 34.f An authenticated session, together with its encryption protocol, should remain intact throughout the interaction with the customer. Else, in the event of interference or in case the customer closes the application, the session should be terminated, and the affected transactions resolved or reversed out. The customer should be promptly notified about the status of the transaction by email, SMS or through other means.",REs must implement multi-factor authentication tailored to risk assessments to secure digital payments and protect against fraud.,Conduct a risk assessment to implement appropriate multi-factor authentication methodologies for all payment transactions.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,35,Failed Authentication Attempts,- 35.REs should set down the maximum number of failed log-in or authentication attempts after which access to the digital payment product/service is blocked. They should have a secure procedure in place to re-activate the access to blocked product/service. The customer shall be notified for failed log-in or authentication attempts.,Organizations must establish a maximum number of failed authentication attempts for access to digital payment services and notify customers accordingly.,Define and implement a maximum limit for failed log-in attempts and develop a secure procedure for re-activating blocked access.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,36,Fraud Detection,"- 36.The REs shall document and implement the configuration aspects for identifying suspicious transactional behaviour in respect of rules, preventive, detective types of controls, mechanism to alert the customers in case of failed authentication, time frame for the same, etc.","Organizations must document and implement configurations to identify suspicious transactional behavior, including rules for preventive and detective controls, and mechanisms for alerting customers about failed authentication attempts.",Create and implement a documentation plan for configuration aspects relating to suspicious transaction detection and customer alert mechanisms.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,37,Parameterised Monitoring,"- 37.System alerts shall be parameterised and monitored in terms of various applicable parameters. Such parameters, as applicable could be: transaction velocity (e.g., fund transfers, cash withdrawals, payments through electronic modes, adding new beneficiaries, etc.) in a short period, more so in the accounts of customers who’ve never used mobile app/internet banking/card ever (depending upon the type of payment channel), high risk merchant category codes (MCC) parameters, counterfeit card parameters (String of Invalid CVV/PINs indicates an account generation attack), new account parameters (excessive activity on a new account), time zones, geo-locations, IP address origin (in respect of unusual patterns, prohibited zones/rogue IPs), behavioural biometrics, transaction origination from point of compromise, transactions to mobile wallets/mobile numbers/VPAs on whom vishing fraud or other types of fraud is/are registered/recorded, declined transactions, transactions with no approval code, etc.",Organizations must parameterize and monitor system alerts based on various specified parameters related to transaction activities and risk indicators for fraud detection.,Implement a monitoring system to parameterize alerts based on defined parameters by reviewing transaction patterns and risk factors.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,38,Fraud Analysis,- 38.Fraud analysis shall be conducted to identify the reason for fraud occurrence and determine mechanism to prevent such frauds.,Fraud analysis must be conducted to identify causes of fraud and establish prevention mechanisms.,Initiate a fraud analysis to determine causative factors and preventive measures.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,39,Fraud Control Training,"- 39.The staff, especially in the fraud control function, shall be educated about frauds and trained in the following skills and areas of expertise: - 39.a Fraud control tools and their usage; - 39.b Investigative techniques and procedures; - 39.c Cardholder and merchant education techniques to prevent fraud; - 39.d Scheme/Card operating regulations; - 39.e Data processing and analysis and liaising or communicating with law enforcement agencies; and - 39.f The requisite skills required to (i) set and update appropriate rules, (ii) monitor the exceptions thrown based on the rules on a continuous basis and take necessary actions promptly, (iii) communicate/escalate wherever required to appropriate authorities, and (iv) differentiate false positives from the rest.",Staff in the fraud control function must receive training in various fraud prevention skills and tools to effectively mitigate risk.,Organize and conduct comprehensive fraud control training sessions for relevant staff.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,40,Incident Response Coordination,"- 40.REs shall maintain updated contact details of service providers, intermediaries, external agencies and other stakeholders (including other REs) for coordination in incident response. REs shall put in place a mechanism with the stakeholders to update and verify such contact details. REs shall also formulate specific SOPs to handle incidents related to payment ecosystem to mitigate the loss either to the customer or RE.","Regulated entities must maintain and verify updated contact details of stakeholders for incident response, and establish SOPs to manage payment ecosystem-related incidents.",Implement a system for updating and verifying contact details of all stakeholders and develop specific SOPs for payment ecosystem incidents.,N/A,ongoing,No,Not Started,,,
