Document ID,Chapter,Section No.,Section,Sub-Section,Summary,Action Item,Due date,Periodicity,Marked as Completed,Work Status,Role Assigned To,Document Summary,Document Action Item
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,III Governance Framework,10,Role of the Board,"- The Board of the RE shall be responsible, inter alia, for: - a) putting in place a framework for approval of IT outsourcing activities depending on risks and materiality - b) approving policies to evaluate the risks and materiality of all existing and prospective IT outsourcing arrangements - c) setting up suitable administrative framework of Senior Management.","The Board of the RE must establish a framework for IT outsourcing approvals, assess risks and materiality for all arrangements, and create an administrative structure for Senior Management oversight.",Develop and implement a risk assessment framework and corresponding policies for IT outsourcing activities.,N/A,N/A,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,III Governance Framework,11,Role of the Senior Management,"- The Senior Management of the RE shall, inter alia, be responsible for: - a) formulating IT outsourcing policies and procedures - b) prior evaluation of prospective IT outsourcing arrangements - c) identifying IT outsourcing risks as they arise - d) ensuring that suitable business continuity plans are in place - e) ensuring effective oversight over third-party for data confidentiality - f) ensuring an independent review and audit.","The Senior Management of the RE is responsible for establishing IT outsourcing policies, evaluating arrangements, identifying risks, ensuring business continuity plans, overseeing third-party data confidentiality, and conducting independent reviews.","Develop and implement comprehensive IT outsourcing policies and procedures, ensuring all responsibilities are addressed.",N/A,ongoing,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,III Governance Framework,12,Role of IT Function,"- The responsibilities of the IT Function of the RE shall, inter alia, include: - a) assisting the Senior Management in identifying, measuring, monitoring, mitigating and managing IT outsourcing risk - b) ensuring a central database of all IT outsourcing arrangements is maintained - c) effectively monitor and supervise the outsourced activity.",The IT Function must assist in managing IT outsourcing risks and maintain a centralized database of all IT outsourcing arrangements.,Establish a central database for IT outsourcing arrangements and implement risk management processes.,N/A,ongoing,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,IV Evaluation and Engagement of Service Providers,13,Due Diligence on Service Providers,"- a) In considering or renewing an Outsourcing of IT Services arrangement, appropriate due diligence shall be performed - b) A risk-based approach shall be adopted - c) Due diligence shall take into consideration various factors - d) REs shall also consider risks arising from concentration of outsourcing arrangements.",Organizations must conduct appropriate due diligence and adopt a risk-based approach when outsourcing IT services while considering concentration risks.,Perform comprehensive due diligence on all current and potential IT service provider arrangements.,N/A,ongoing,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,IV Evaluation and Engagement of Service Providers,14,Aspects to be considered,- Due diligence shall involve evaluation of all available information about the service provider.,Due diligence requires a comprehensive evaluation of all available information regarding the service provider before engagement.,Conduct a thorough evaluation of all information available about potential service providers.,N/A,N/A,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,V Outsourcing Agreement,15,Legally binding agreement,- a) REs shall ensure that their rights and obligations are clearly defined and set out in a legally binding written agreement - b) The provisions of the agreement should appropriately reckon criticality - c) The terms and conditions governing the contract shall be carefully defined - d) The agreement shall also bring out the nature of the legal relationship.,"Organizations must establish legally binding written agreements that clearly define rights, obligations, criticality, terms, and the nature of the legal relationship.",Draft and finalize a legally binding agreement that meets all specified requirements.,N/A,N/A,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,V Outsourcing Agreement,16,Aspects to be considered in agreement,- The agreement should include various mandatory aspects relevant to the scope of Outsourcing of IT Services.,The outsourcing agreement must encompass various mandatory aspects pertinent to the scope of IT Services outsourcing.,Review and ensure all mandatory aspects are included in the outsourcing agreement.,N/A,N/A,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,VI Risk Management,17,Risk Management Framework,- a) REs shall put in place a Risk Management framework for Outsourcing of IT Services - b) The risk assessments carried out by the REs shall be suitably documented - c) REs shall be responsible for the confidentiality and integrity of data - d) Access to data by service providers shall be on need-to-know basis - e) Public confidence and customer trust in REs is a prerequisite.,"REs must establish a Risk Management framework for IT outsourcing, document risk assessments, ensure data confidentiality and integrity, limit service provider data access, and maintain public confidence and customer trust.","Develop and implement a comprehensive Risk Management framework for IT outsourcing, ensuring all necessary documentation and access controls are in place.",N/A,N/A,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,VI Risk Management,18,Business Continuity Plan and Disaster Recovery Plan,"- a) REs shall require their service providers to develop a robust framework for BCP and DRP - b) In establishing a viable contingency plan, REs shall consider the availability of alternative service providers.",REs must ensure service providers create a robust Business Continuity Plan (BCP) and Disaster Recovery Plan (DRP) while considering alternative provider availability.,Require service providers to develop and submit their BCP and DRP for review.,N/A,N/A,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,VII Monitoring and Control of Outsourced Activities,19,Monitoring and Control of Outsourced Activities,- a) REs shall have in place a management structure - b) RE shall conduct regular audits - c) The audits shall assess the performance of the service provider - d) REs may also rely upon globally recognised third-party certifications.,"Organizations must establish a management structure, conduct regular audits assessing service provider performance, and may consider third-party certifications for compliance.",Implement a management structure and schedule audits of service provider performance regularly.,N/A,ongoing,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,VIII Outsourcing within a Group / Conglomerate,20,Outsourcing within a Group / Conglomerate,"- a) A RE may outsource any IT activity within its business group, provided that such an arrangement is backed by Board-approved policy - b) The selection of a group entity shall be based on objective reasons - c) REs shall maintain an arm's length relationship.","A RE may outsource IT activities within its business group with Board-approved policies, based on objective reasons, while maintaining an arm's length relationship.",Develop and obtain Board approval for a policy regarding the outsourcing of IT activities within the business group.,N/A,N/A,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,IX Cross- Border Outsourcing,21,Additional requirements for Cross-Border Outsourcing,- a) The engagement of a service provider based in a different jurisdiction exposes the RE to country risk - b) The governing law of the arrangement shall be clearly specified - c) The right of the RE and the RBI to direct and conduct audit or inspection shall be ensured - d) The arrangement shall comply with all statutory requirements.,"Organizations engaging in cross-border outsourcing must ensure compliance with country risk, specify governing law, allow for audits, and meet all statutory requirements.",Review and update outsourcing arrangements to ensure compliance with all specified requirements.,N/A,N/A,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,X Exit Strategy,22,Exit Strategy,- a) The Outsourcing of IT Services policy shall contain a clear exit strategy - b) REs shall ensure that the agreement has necessary clauses on safe removal/destruction of data.,"Organizations must establish a detailed exit strategy within their IT services outsourcing policy, ensuring contracts include provisions for the secure removal and destruction of data.",Develop and document an outsourcing policy that includes a clear exit strategy and data handling clauses.,N/A,N/A,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,Appendix I - Usage of Cloud Computing Services,1,Cloud Governance,- REs shall adopt and demonstrate a well-established and documented cloud adoption policy.,Regulatory entities must establish and document a comprehensive cloud adoption policy.,Develop and implement a documented cloud adoption policy by Q4 2025.,2025-12-31,one-time,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,Appendix I - Usage of Cloud Computing Services,2,Cloud Service Providers (CSP),- REs shall ensure that the selection of the CSP is based on a comprehensive risk assessment.,REs must select Cloud Service Providers (CSPs) through a thorough risk assessment process to ensure compliance.,Conduct a comprehensive risk assessment when selecting a CSP.,N/A,N/A,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,Appendix I - Usage of Cloud Computing Services,3,Cloud Services Management and Security Considerations,- a) Service and Technology Architecture - b) Identity and Access Management (IAM) - c) Security Controls - d) Robust Monitoring and Surveillance - e) Vulnerability Management.,"Organizations must establish robust policies addressing service architecture, identity management, security controls, monitoring, and vulnerability management for cloud services.",Develop and implement comprehensive security policies focusing on the specified areas.,N/A,N/A,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,Appendix II - Outsourcing of Security Operations Centre,1,Outsourcing of Security Operations Centre Operations,- a) unambiguously identify the owner of assets - b) ensure that the RE has adequate oversight and ownership - c) assess SOC functioning periodically - d) integrate the outsourced SOC reporting with the RE’s incident response process.,"Organizations must clearly identify asset owners, ensure adequate oversight of the outsourced SOC, periodically assess its functioning, and integrate its reporting with their incident response process.","Establish a monitoring and integration plan that includes asset ownership identification, oversight measures, periodic evaluations, and incident response alignment by the next reporting cycle.",N/A,ongoing,No,Not Started,,,
IT_Outsourcing_20250526135812_3179ffca-f89a-405f-a644-25253e54c281,Appendix III - Services not considered under Outsourcing of IT Services,1,Services not considered under Outsourcing of IT Services,- A) Services / Activities not considered under “Outsourcing of IT Services” - B) Vendors / Entities who are not considered as Third-Party Service Provider for the purpose of this Master Direction.,This section clarifies which services and vendors are exempt from being classified as outsourced IT services under the Master Direction.,Review the services and vendors outlined to ensure adherence to the classification criteria.,N/A,N/A,No,Not Started,,,
