Document ID,Chapter,Section No.,Section,Sub-Section,Summary,Action Item,Due date,Periodicity,Marked as Completed,Work Status,Role Assigned To,Document Summary,Document Action Item
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,X - Risk management environment - Identification and assessment,6,Risk management environment - Identification and assessment,- Principle 6: Senior Management should ensure the comprehensive identification and assessment of the Operational Risk inherent in all material products...,Senior Management is responsible for thoroughly identifying and assessing operational risks in all significant products.,Conduct a comprehensive operational risk assessment for all material products and document the findings.,N/A,ongoing,No,Not Started,,,
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,XI - Change Management,7,Change Management,- Principle 7: Senior Management should ensure that the RE’s change management process is comprehensive...,Senior Management is responsible for ensuring the change management process is thorough and effective.,Conduct a review of the current change management process to ensure it meets comprehensive standards.,N/A,N/A,No,Not Started,,,
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,XII - Monitoring and Reporting,8,Monitoring and Reporting,- Principle 8: Senior Management should implement a process to regularly monitor Operational Risk profiles...,Senior Management must establish a regular process for monitoring Operational Risk profiles to ensure compliance with risk management standards.,Develop and implement a monitoring process for Operational Risk profiles within the organization.,N/A,ongoing,No,Not Started,,,
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,XIII - Control and Mitigation,9,Control and Mitigation,- Principle 9: REs should have a strong control environment...,REs must establish and maintain a robust control environment to ensure effective risk management and compliance.,Develop a comprehensive control framework aligned with regulatory standards.,N/A,N/A,No,Not Started,,,
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,XIV - Essential Elements of Operational Resilience,10,Essential Elements of Operational Resilience,- Principle 10.1 Operational resilience is an outcome that benefits from the effective management of Operational Risk...,Organizations must effectively manage operational risk to achieve operational resilience.,Implement a risk management framework to monitor and enhance operational resilience.,N/A,N/A,No,Not Started,,,
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,XV - Mapping of Interconnections and Interdependencies,11,Mapping of Interconnections and Interdependencies,- Principle 11: REs should map the internal and external interconnections...,REs must identify and document their internal and external interconnections to facilitate risk assessment and management.,Conduct a comprehensive mapping of all interconnections and document the findings.,N/A,ongoing,No,Not Started,,,
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,XVI - Third-party dependency management,12,Third-party dependency management,- Principle 12: REs should manage their dependencies on relationships...,Organizations must manage their third-party relationships effectively to mitigate risks associated with dependency on external entities.,Establish a comprehensive third-party management framework to assess and monitor dependencies.,N/A,ongoing,No,Not Started,,,
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,XVII - Business Continuity Planning and Testing,13,Business Continuity Planning and Testing,- Principle 13: REs should have business continuity plans in place...,REs must establish and maintain effective business continuity plans to ensure continued operations during disruptions.,Develop and implement a business continuity plan that addresses potential operational disruptions.,N/A,ongoing,No,Not Started,,,
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,XVIII - Incident management,14,Incident management,- Principle 14: REs should implement a robust Information and Communication Technology (ICT) risk management programme...,REs must establish and maintain a comprehensive ICT risk management programme to effectively handle incidents.,Develop and implement an ICT risk management programme addressing incident management requirements.,N/A,N/A,No,Not Started,,,
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,XIX - Information and Communication Technology (ICT) including cyber security,15,Information and Communication Technology (ICT) including cyber security,- Principle 15: An RE’s public disclosures should allow stakeholders to assess...,An RE’s public disclosures must be structured to enable stakeholders to evaluate the organization's performance and governance effectively.,Ensure that public disclosures include comprehensive and clear data for stakeholder assessment.,N/A,N/A,No,Not Started,,,
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,XX - Disclosure and Reporting,16,Disclosure and Reporting,- Principle 16: A lessons learned exercise should be conducted after a disruption...,A lessons learned exercise is required to be conducted after any disruption to evaluate the response and improve future resilience.,Schedule and conduct a lessons learned exercise following the next disruption.,N/A,one-time,No,Not Started,,,
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,XXI - Lessons Learned Exercise and Adapting,17,Lessons Learned Exercise and Adapting,- An RE should conduct a ‘lessons learned exercise’...,An RE must conduct a ‘lessons learned exercise’ to analyze and adapt from past experiences.,Schedule and perform a lessons learned exercise within the organization.,N/A,one-time,No,Not Started,,,
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,XXII - Continuous improvement through Feedback Systems,18,Continuous improvement through Feedback Systems,- Continuous improvements to operational resilience requires an RE to learn from its experiences...,Continuous improvement to operational resilience mandates that organizations learn from past experiences to enhance their systems and processes.,Establish a feedback mechanism to analyze past incidents and implement necessary changes.,N/A,ongoing,No,Not Started,,,
Operational_Resilience_20250525193451_4d78e9fa-a9de-4406-af39-2f52d78523c2,Annex,1,Key changes - Annex,Key changes carried out in the Guidance Note vis-à-vis repealed Guidance Note...,"The Key changes in the Guidance Note outline significant modifications compared to the repealed Guidance Note, affecting compliance expectations.",Review the updated Guidance Note and adjust compliance strategies accordingly.,N/A,N/A,No,Not Started,,,
