Document_ID,Chapter,Section,Sub Section,Description,Compliance_Requirements,Due date,Applicability,Role Assigned To,Summary,Action Item
IT_Outsourcing,I - Preliminary,Short title and Commencement,"(b) These Directions shall come into effect from October 1, 2023.","(b) These Directions shall come into effect from October 1, 2023.",Compliance required,2023-10-01,Regulated Entities,Compliance Team,"The Directions will take effect starting October 1, 2023.",Ensure all relevant procedures are updated to comply with the Directions by the effective date.
IT_Outsourcing,I - Preliminary,Short title and Commencement,"I. With respect to existing outsourcing arrangements that are already in force as on the date of issuance of this Master Direction, REs shall ensure that:","I. With respect to existing outsourcing arrangements that are already in force as on the date of issuance of this Master Direction, REs shall ensure that:",Compliance required,N/A,Regulated Entities,Compliance Team,Existing outsourcing arrangements must be reviewed for compliance with the new Master Direction requirements.,Conduct a compliance review of all existing outsourcing arrangements by the specified deadline.
IT_Outsourcing,I - Preliminary,Short title and Commencement,"i. the agreements that are due for renewal before October 1, 2023 shall comply with the provisions of these Directions as on the renewal date (preferably), but not later than 12 months from the date of issuance of this Master Direction.","i. the agreements that are due for renewal before October 1, 2023 shall comply with the provisions of these Directions as on the renewal date (preferably), but not later than 12 months from the date of issuance of this Master Direction.",Compliance required,2024-10-01,Regulated Entities,Compliance Team,"Agreements renewing before October 1, 2023 must comply with new provisions by the renewal date or within 12 months of the Master Direction issuance.","Ensure all agreements due for renewal before October 1, 2023 are updated to meet the new provisions by the applicable date."
IT_Outsourcing,I - Preliminary,Short title and Commencement,"ii. the agreements that are due for renewal on or after October 1, 2023 shall comply with the provisions of these Directions as on the renewal date or 36 months from the date of issuance of this Master Direction whichever is earlier.","ii. the agreements that are due for renewal on or after October 1, 2023 shall comply with the provisions of these Directions as on the renewal date or 36 months from the date of issuance of this Master Direction whichever is earlier.",Compliance required,2026-10-01,Regulated Entities,Compliance Team,"Agreements due for renewal on or after October 1, 2023, must adhere to the new provisions as of their renewal date or within 36 months from the issuance, whichever is sooner.","Review and update all agreements scheduled for renewal after October 1, 2023, to ensure compliance with the new provisions."
IT_Outsourcing,I - Preliminary,Short title and Commencement,"II. With respect to new outsourcing arrangements, REs shall ensure that:","II. With respect to new outsourcing arrangements, REs shall ensure that:",Compliance required,N/A,Regulated Entities,Compliance Team,Regulatory entities must ensure compliance with requirements for new outsourcing arrangements.,Review and update outsourcing policies to meet compliance standards.
IT_Outsourcing,I - Preliminary,Short title and Commencement,"i. the agreements that come into force before October 1, 2023, shall comply with the provisions of these Directions as on the agreement date (preferably) but not later than 12 months from the date of issuance of this Master Direction.","i. the agreements that come into force before October 1, 2023, shall comply with the provisions of these Directions as on the agreement date (preferably) but not later than 12 months from the date of issuance of this Master Direction.",Compliance required,2024-10-01,Regulated Entities,Compliance Team,"Agreements effective before October 1, 2023, must comply with the new Directions within 12 months of issuance.",Review and update all applicable agreements to ensure compliance with the new Directions by the due date.
IT_Outsourcing,I - Preliminary,Short title and Commencement,"ii. the agreements that come into force on or after October 1, 2023, shall comply with the provisions of these Directions from the date of agreement itself.","ii. the agreements that come into force on or after October 1, 2023, shall comply with the provisions of these Directions from the date of agreement itself.",Compliance required,N/A,Regulated Entities,Compliance Team,"Agreements effective from October 1, 2023, must adhere to these Directions starting from their agreement date.",Ensure all new agreements comply with the Directions upon execution.
IT_Outsourcing,I - Preliminary,Applicability,"(a) These Directions shall be applicable to the following entities, collectively referred to as ‘regulated entities’ or ’REs’ in these directions:","(a) These Directions shall be applicable to the following entities, collectively referred to as ‘regulated entities’ or ’REs’ in these directions:",Compliance required,N/A,Regulated Entities,Compliance Team,The Directions apply to entities identified as 'regulated entities' or 'REs'.,Identify and categorize all applicable entities as regulated entities.
IT_Outsourcing,I - Preliminary,Applicability,"(i) all Banking Companies, Corresponding New Banks and State Bank of India as defined under subsections (c), (da) and (nc) of section 5 of the Banking Regulation Act, 1949 (collectively referred to as ‘commercial banks’ hereinafter)","(i) all Banking Companies, Corresponding New Banks and State Bank of India as defined under subsections (c), (da) and (nc) of section 5 of the Banking Regulation Act, 1949 (collectively referred to as ‘commercial banks’ hereinafter)",Compliance required,N/A,Regulated Entities,Compliance Team,"The section defines commercial banks under the Banking Regulation Act, 1949, encompassing all Banking Companies, Corresponding New Banks, and the State Bank of India.","Ensure compliance with the definitions and regulations set forth in the Banking Regulation Act, 1949."
IT_Outsourcing,I - Preliminary,Applicability,"(ii) Primary Co-operative Banks as defined under clause (ccv) of subsection 1 of section 56 of the Banking Regulation Act, 1949 and included in ‘Tier 3’ and ‘Tier 4’ as defined in paragraphs 1.c and 1.d respectively of the Annex to RBI circular DOR.REG.No.84/07.01.000/2022-23 dated December 01, 2022 on ‘Revised Regulatory Framework - Categorization of Urban Co-operative Banks (UCBs)’ (hereinafter referred to as ‘Urban Co-operative Banks’ or ‘UCBs’).","(ii) Primary Co-operative Banks as defined under clause (ccv) of subsection 1 of section 56 of the Banking Regulation Act, 1949 and included in ‘Tier 3’ and ‘Tier 4’ as defined in paragraphs 1.c and 1.d respectively of the Annex to RBI circular DOR.REG.No.84/07.01.000/2022-23 dated December 01, 2022 on ‘Revised Regulatory Framework - Categorization of Urban Co-operative Banks (UCBs)’ (hereinafter referred to as ‘Urban Co-operative Banks’ or ‘UCBs’).",Compliance required,N/A,Regulated Entities,Compliance Team,Primary Co-operative Banks categorized under 'Tier 3' and 'Tier 4' must adhere to the RBI's revised regulatory framework for Urban Co-operative Banks.,Ensure compliance with the RBI circular by reviewing and implementing the necessary regulatory measures.
IT_Outsourcing,I - Preliminary,Applicability,"(iii) Non-Banking Financial Companies as defined under clause (f) of section 45I of the Reserve Bank of India Act, 1934 and included in ‘Top Layer’, ‘Upper Layer’ and ‘Middle Layer’ as defined in paragraphs 1.5, 1.4 and 1.3 respectively of the Annex to RBI circular DOR.CRE.REC.No.60/03.10.001/2021-22 dated October 22, 2021 on ‘Scale Based Regulation (SBR): A Revised Regulatory Framework for NBFCs’ (hereinafter referred to as ‘NBFCs’).","(iii) Non-Banking Financial Companies as defined under clause (f) of section 45I of the Reserve Bank of India Act, 1934 and included in ‘Top Layer’, ‘Upper Layer’ and ‘Middle Layer’ as defined in paragraphs 1.5, 1.4 and 1.3 respectively of the Annex to RBI circular DOR.CRE.REC.No.60/03.10.001/2021-22 dated October 22, 2021 on ‘Scale Based Regulation (SBR): A Revised Regulatory Framework for NBFCs’ (hereinafter referred to as ‘NBFCs’).",Compliance required,N/A,Regulated Entities,Compliance Team,Non-Banking Financial Companies (NBFCs) must adhere to the regulations outlined in the RBI circular regarding scale-based regulation.,Review and ensure compliance with the regulatory framework specified in the RBI circular DOR.CRE.REC.No.60/03.10.001/2021-22.
IT_Outsourcing,I - Preliminary,Applicability,"(iv) Credit Information Companies as defined under clause (e) of section 2 of the Credit Information Companies (Regulation) Act, 2005 (hereinafter referred to as ‘Credit Information Companies’ or ‘CICs’).","(iv) Credit Information Companies as defined under clause (e) of section 2 of the Credit Information Companies (Regulation) Act, 2005 (hereinafter referred to as ‘Credit Information Companies’ or ‘CICs’).",Compliance required,N/A,Regulated Entities,Compliance Team,"The section refers to Credit Information Companies defined under the Credit Information Companies (Regulation) Act, 2005.",Ensure compliance with the regulations applicable to Credit Information Companies.
IT_Outsourcing,I - Preliminary,Applicability,"(v) EXIM Bank, National Bank for Agriculture and Rural Development (‘NABARD’), National Bank for Financing Infrastructure and Development (‘NaBFID’), National Housing Bank (‘NHB’) and Small Industries Development Bank of India (‘SIDBI’) as established by the Export-Import Bank of India Act, 1981; the National Bank for Agriculture and Rural Development Act, 1981; the National Bank For Financing Infrastructure and Development Act, 2021; National Housing Bank Act, 1987 and the Small Industries Development Bank of India Act, 1989, respectively (hereinafter referred to as ‘All India Financial Institutions or ‘AIFIs’).","(v) EXIM Bank, National Bank for Agriculture and Rural Development (‘NABARD’), National Bank for Financing Infrastructure and Development (‘NaBFID’), National Housing Bank (‘NHB’) and Small Industries Development Bank of India (‘SIDBI’) as established by the Export-Import Bank of India Act, 1981; the National Bank for Agriculture and Rural Development Act, 1981; the National Bank For Financing Infrastructure and Development Act, 2021; National Housing Bank Act, 1987 and the Small Industries Development Bank of India Act, 1989, respectively (hereinafter referred to as ‘All India Financial Institutions or ‘AIFIs’).",Compliance required,N/A,Regulated Entities,Compliance Team,The section identifies key financial institutions established by various Indian acts.,Ensure awareness and understanding of compliance requirements related to AIFIs.
IT_Outsourcing,I - Preliminary,Applicability,"(b) In the case of foreign banks operating in India through branch mode, reference to the Board or Board of Directors in these Directions should be read as a reference to the Head Office or controlling office which has the oversight over the branch operations in India. Further, such foreign banks shall be subject to a ‘comply or explain’ approach wherein such foreign banks may deviate from any specific part of these Directions subject to examination and acceptance by the RBI of a reasonably justifiable explanation for the same.","(b) In the case of foreign banks operating in India through branch mode, reference to the Board or Board of Directors in these Directions should be read as a reference to the Head Office or controlling office which has the oversight over the branch operations in India. Further, such foreign banks shall be subject to a ‘comply or explain’ approach wherein such foreign banks may deviate from any specific part of these Directions subject to examination and acceptance by the RBI of a reasonably justifiable explanation for the same.",Compliance required,N/A,Regulated Entities,Compliance Team,"Foreign banks in India must refer to their Head Office for compliance, and can deviate from regulations only with valid explanations accepted by RBI.",Ensure that the Head Office reviews compliance regulations and prepares justifications for any deviations.
IT_Outsourcing,I - Preliminary,Applicability,(c) These Directions shall apply to Material Outsourcing of Information Technology (‘IT’) Services arrangements (as defined in clause 3(a)(ii) below) entered by the REs.,(c) These Directions shall apply to Material Outsourcing of Information Technology (‘IT’) Services arrangements (as defined in clause 3(a)(ii) below) entered by the REs.,Compliance required,N/A,Regulated Entities,Compliance Team,The Directions apply to Material Outsourcing of IT Services arrangements made by Responsible Entities (REs).,Review all current IT services outsourcing arrangements to ensure compliance with the Directions.
IT_Outsourcing,I - Preliminary,Definitions,"(a) In these Directions, unless the context states otherwise, the terms herein shall bear the meanings assigned to them below:","(a) In these Directions, unless the context states otherwise, the terms herein shall bear the meanings assigned to them below:",Compliance required,N/A,Regulated Entities,Compliance Team,Definitions of terms used in the document are provided for clarity.,Review and familiarize your team with the defined terms in this section.
IT_Outsourcing,I - Preliminary,Definitions,"(i) ""Group” shall be as defined in the ‘Guidelines on Management of Intra-Group Transactions and Exposures’ issued vide circular DBOD.No. BP.BC.96/21.06.102/2013-14 dated February 11, 2014, as amended from time to time.","(i) ""Group” shall be as defined in the ‘Guidelines on Management of Intra-Group Transactions and Exposures’ issued vide circular DBOD.No. BP.BC.96/21.06.102/2013-14 dated February 11, 2014, as amended from time to time.",Compliance required,N/A,Regulated Entities,Compliance Team,"The term ""Group"" is defined as per the circular dated February 11, 2014, and its amendments regarding intra-group transactions.","Review the 'Guidelines on Management of Intra-Group Transactions and Exposures' to ensure compliance with the definition of ""Group""."
IT_Outsourcing,I - Preliminary,Definitions,(ii) “Material Outsourcing of IT Services” are those which:,(ii) “Material Outsourcing of IT Services” are those which:,Compliance required,N/A,Regulated Entities,Compliance Team,The subsection defines “Material Outsourcing of IT Services” that must comply with specific regulations.,Identify and document all IT services that qualify as material outsourcing.
IT_Outsourcing,I - Preliminary,Definitions,a) if disrupted or compromised shall have the potential to significantly impact the RE’s business operations; or,a) if disrupted or compromised shall have the potential to significantly impact the RE’s business operations; or,Compliance required,N/A,Regulated Entities,Compliance Team,Disruptions that significantly affect business operations must be addressed.,Develop a risk management plan to identify and mitigate potential disruptions.
IT_Outsourcing,I - Preliminary,Definitions,"b) may have material impact on the RE’s customers in the event of any unauthorized access, loss or theft of customer information.","b) may have material impact on the RE’s customers in the event of any unauthorized access, loss or theft of customer information.",Compliance required,N/A,Regulated Entities,Compliance Team,Unauthorized access or loss of customer information may materially impact the RE's customers.,Implement security measures to protect customer information from unauthorized access and theft.
IT_Outsourcing,I - Preliminary,Definitions,"(iii) “Outsourcing” shall be as defined in RBI ‘Guidelines on Managing Risks and Code of Conduct in Outsourcing of Financial Services by banks’ issued vide circular DBOD.NO.BP.40/21.04.158/2006-07 dated November 3, 2006, as amended from time to time.","(iii) “Outsourcing” shall be as defined in RBI ‘Guidelines on Managing Risks and Code of Conduct in Outsourcing of Financial Services by banks’ issued vide circular DBOD.NO.BP.40/21.04.158/2006-07 dated November 3, 2006, as amended from time to time.",Compliance required,N/A,Regulated Entities,Compliance Team,"Outsourcing must comply with RBI's guidelines as per the cited circular, which may be amended over time.",Review and align outsourcing practices with RBI guidelines based on the latest amendments.
IT_Outsourcing,I - Preliminary,Definitions,(iv) “Outsourcing of IT Services” shall include outsourcing of the following activities:,(iv) “Outsourcing of IT Services” shall include outsourcing of the following activities:,Compliance required,N/A,Regulated Entities,Compliance Team,Outsourcing of IT services must include specified activities as outlined in the regulations.,Identify and document all outsourced IT activities as per the regulation.
IT_Outsourcing,I - Preliminary,Definitions,"a) IT infrastructure management, maintenance and support (hardware, software or firmware);","a) IT infrastructure management, maintenance and support (hardware, software or firmware);",Compliance required,N/A,Regulated Entities,Compliance Team,"Organizations are required to manage, maintain, and support their IT infrastructure effectively.","Develop and implement an IT infrastructure management plan including hardware, software, and firmware support."
IT_Outsourcing,I - Preliminary,Definitions,"b) Network and security solutions, maintenance (hardware, software or firmware);","b) Network and security solutions, maintenance (hardware, software or firmware);",Compliance required,N/A,Regulated Entities,Compliance Team,"Organizations are required to ensure maintenance and security of network solutions, including hardware, software, or firmware.",Schedule regular maintenance checks and updates for all network security solutions.
IT_Outsourcing,I - Preliminary,Definitions,"c) Application Development, Maintenance and Testing; Application Service Providers (ASPs) including ATM Switch ASPs;","c) Application Development, Maintenance and Testing; Application Service Providers (ASPs) including ATM Switch ASPs;",Compliance required,N/A,Regulated Entities,Compliance Team,"Application development, maintenance, testing, and service providers must adhere to compliance requirements.",Review and update application practices to align with regulatory standards.
IT_Outsourcing,I - Preliminary,Definitions,d) Services and operations related to Data Centres;,d) Services and operations related to Data Centres;,Compliance required,N/A,Regulated Entities,Compliance Team,Services and operations related to Data Centres require compliance with regulatory standards.,Conduct a compliance assessment for Data Centre operations and implement necessary changes.
IT_Outsourcing,I - Preliminary,Definitions,e) Cloud Computing Services;,e) Cloud Computing Services;,Compliance required,N/A,Regulated Entities,Compliance Team,Entities utilizing cloud computing services must ensure compliance with specified regulations.,Conduct a compliance review of cloud computing services and implement necessary changes.
IT_Outsourcing,I - Preliminary,Definitions,f) Managed Security Services; and,f) Managed Security Services; and,Compliance required,2024-03-31,Regulated Entities,Compliance Team,Organizations must utilize managed security services to enhance their cybersecurity posture.,Select and contract a managed security services provider by the end of Q1 2024.
IT_Outsourcing,I - Preliminary,Definitions,g) Management of IT infrastructure and technology services associated with payment system ecosystem.,g) Management of IT infrastructure and technology services associated with payment system ecosystem.,Compliance required,N/A,Regulated Entities,Compliance Team,Organizations must manage IT infrastructure and technology services related to payment systems effectively.,Conduct an assessment of IT infrastructure and implement necessary improvements to ensure compliance.
IT_Outsourcing,I - Preliminary,Definitions,(v) “Service Provider” means the provider of IT or IT enabled services including entities related to the RE or those which belong to,(v) “Service Provider” means the provider of IT or IT enabled services including entities related to the RE or those which belong to,Compliance required,N/A,Regulated Entities,Compliance Team,The term “Service Provider” refers to entities offering IT or IT-enabled services related to the RE.,Identify and classify all Service Providers in relation to the organization.
IT_Outsourcing,II - Role of the Regulated Entity,Regulatory and Supervisory requirements,"a) Outsourcing of any activity shall not diminish RE’s obligations as also of its Board and Senior Management, who shall be ultimately responsible for the outsourced activity. RE shall take steps to ensure that the service provider employs the same high standard of care in performing the services as would have been employed by the RE, if the same activity was not outsourced. REs shall not engage an IT service provider that would result in reputation of RE being compromised or weakened.","a) Outsourcing of any activity shall not diminish RE’s obligations as also of its Board and Senior Management, who shall be ultimately responsible for the outsourced activity. RE shall take steps to ensure that the service provider employs the same high standard of care in performing the services as would have been employed by the RE, if the same activity was not outsourced. REs shall not engage an IT service provider that would result in reputation of RE being compromised or weakened.",Compliance required,N/A,Regulated Entities,Compliance Team,REs must ensure outsourced activities maintain high standards and protect their reputation.,Review and audit all outsourced service provider agreements to ensure compliance with standards.
IT_Outsourcing,II - Role of the Regulated Entity,Regulatory and Supervisory requirements,"b) Notwithstanding whether the service provider is located in India or abroad, the REs shall ensure that the outsourcing should neither impede nor interfere with the ability of the RE to effectively oversee and manage its activities. Further, the RE shall ensure that the outsourcing does not impede the RBI in carrying out its supervisory functions and objectives.","b) Notwithstanding whether the service provider is located in India or abroad, the REs shall ensure that the outsourcing should neither impede nor interfere with the ability of the RE to effectively oversee and manage its activities. Further, the RE shall ensure that the outsourcing does not impede the RBI in carrying out its supervisory functions and objectives.",Compliance required,N/A,Regulated Entities,Compliance Team,REs must ensure outsourcing does not hinder their oversight or RBI's supervisory functions.,Review and adjust outsourcing agreements to ensure compliance with oversight requirements.
IT_Outsourcing,II - Role of the Regulated Entity,Regulatory and Supervisory requirements,"c) REs shall ensure that the service provider, if not a group company, shall not be owned or controlled by any director, or key managerial personnel, or approver of the outsourcing arrangement of the RE, or their relatives. The terms ‘control’, ‘director’, ‘key managerial personnel’, and ‘relative’ have the same meaning as assigned under the Companies Act, 2013 and the Rules framed thereunder from time to time. However, an exception to this requirement may be made with the approval of Board/ Board level Committee, followed by appropriate disclosure, oversight and monitoring of such arrangements. The Board shall inter-alia ensure that there is no conflict of interest arising out of third-party engagements.","c) REs shall ensure that the service provider, if not a group company, shall not be owned or controlled by any director, or key managerial personnel, or approver of the outsourcing arrangement of the RE, or their relatives. The terms ‘control’, ‘director’, ‘key managerial personnel’, and ‘relative’ have the same meaning as assigned under the Companies Act, 2013 and the Rules framed thereunder from time to time. However, an exception to this requirement may be made with the approval of Board/ Board level Committee, followed by appropriate disclosure, oversight and monitoring of such arrangements. The Board shall inter-alia ensure that there is no conflict of interest arising out of third-party engagements.",Compliance required,N/A,Regulated Entities,Compliance Team,"REs must ensure that service providers are not controlled by relevant personnel or their relatives, barring Board-approved exceptions.",Review and confirm all service provider ownership structures and ensure compliance with the stipulations or obtain Board approval for exceptions.
IT_Outsourcing,II - Role of the Regulated Entity,Regulatory and Supervisory requirements,"d) Additional requirements pertaining to usage of cloud computing services and outsourcing of Security Operations Center (SOC) services are outlined in Appendix I and Appendix II, respectively.","d) Additional requirements pertaining to usage of cloud computing services and outsourcing of Security Operations Center (SOC) services are outlined in Appendix I and Appendix II, respectively.",Compliance required,N/A,Regulated Entities,Compliance Team,Compliance with cloud computing and SOC outsourcing requirements is detailed in Appendices I and II.,Review and implement the requirements specified in Appendices I and II.
IT_Outsourcing,II - Role of the Regulated Entity,Comprehensive assessment of need for outsourcing and attendant risks,a) determining the need for outsourcing based on criticality of activity to be outsourced;,a) determining the need for outsourcing based on criticality of activity to be outsourced;,Compliance required,N/A,Regulated Entities,Compliance Team,Organizations must assess the criticality of activities to determine the need for outsourcing.,Conduct an assessment of all activities' criticality to identify outsourcing needs.
IT_Outsourcing,II - Role of the Regulated Entity,Comprehensive assessment of need for outsourcing and attendant risks,b) determining expectations and outcome from outsourcing;,b) determining expectations and outcome from outsourcing;,Compliance required,N/A,Regulated Entities,Compliance Team,Organizations must clarify expectations and outcomes related to outsourcing processes.,Establish clear guidelines and performance metrics for all outsourcing agreements.
IT_Outsourcing,II - Role of the Regulated Entity,Comprehensive assessment of need for outsourcing and attendant risks,c) determining success factors and cost-benefit analysis;,c) determining success factors and cost-benefit analysis;,Compliance required,2023-12-31,Regulated Entities,Compliance Team,Organizations are required to evaluate success factors and conduct a cost-benefit analysis for their projects.,Perform a detailed cost-benefit analysis and identify success factors by the end of the current quarter.
IT_Outsourcing,II - Role of the Regulated Entity,Comprehensive assessment of need for outsourcing and attendant risks,d) deciding the model for outsourcing.,d) deciding the model for outsourcing.,Compliance required,2024-03-31,Regulated Entities,Compliance Team,Organizations must determine the appropriate model for outsourcing.,Conduct a comprehensive analysis to select an outsourcing model by the end of Q1 2024.
IT_Outsourcing,II - Role of the Regulated Entity,Compliance with all applicable statutory and regulatory requirements,"The RE shall consider all relevant laws, regulations, rules, guidelines and conditions of approval, licensing or registration, when performing its due diligence in relation to outsourcing of IT services.","The RE shall consider all relevant laws, regulations, rules, guidelines and conditions of approval, licensing or registration, when performing its due diligence in relation to outsourcing of IT services.",Compliance required,N/A,Regulated Entities,Compliance Team,The RE must review all applicable legal and regulatory requirements during IT service outsourcing due diligence.,Conduct a comprehensive review of relevant laws and regulations prior to any IT service outsourcing agreement.
IT_Outsourcing,II - Role of the Regulated Entity,Grievance Redressal Mechanism,"a) REs shall have a robust grievance redressal mechanism that shall not be compromised in any manner on account of outsourcing, i.e., responsibility for redressal of customers’ grievances related to outsourced services shall rest with the RE.","a) REs shall have a robust grievance redressal mechanism that shall not be compromised in any manner on account of outsourcing, i.e., responsibility for redressal of customers’ grievances related to outsourced services shall rest with the RE.",Compliance required,N/A,Regulated Entities,Compliance Team,"REs are required to maintain responsibility for customer grievance redressal, even when outsourcing services.",Establish a grievance redressal mechanism that ensures accountability for outsourced services.
IT_Outsourcing,II - Role of the Regulated Entity,Grievance Redressal Mechanism,"b) Outsourcing arrangements shall not affect the rights of a customer against the RE, including the ability of the customer to obtain redressal as applicable under relevant laws.","b) Outsourcing arrangements shall not affect the rights of a customer against the RE, including the ability of the customer to obtain redressal as applicable under relevant laws.",Compliance required,N/A,Regulated Entities,Compliance Team,Outsourcing cannot compromise customer rights or their ability to seek redress under applicable laws.,Review and adjust outsourcing contracts to ensure customer rights are protected.
IT_Outsourcing,II - Role of the Regulated Entity,Inventory of Outsourced Services,"REs shall create an inventory of services provided by the service providers (including key entities involved in their supply chains). Further, REs shall map their dependency on third parties and periodically evaluate the information received from the service providers.","REs shall create an inventory of services provided by the service providers (including key entities involved in their supply chains). Further, REs shall map their dependency on third parties and periodically evaluate the information received from the service providers.",Compliance required,2024-03-31,Regulated Entities,Compliance Team,REs must create an inventory of services from suppliers and assess their dependency on third parties regularly.,Develop and implement a service inventory and evaluation process by next quarter.
IT_Outsourcing,III - Governance Framework,IT Outsourcing Policy,"None An RE intending to outsource any of its IT activities shall put in place a comprehensive Board approved IT outsourcing policy. The policy shall incorporate, inter alia, the roles and responsibilities of the Board, Committees of the Board (if any) and Senior Management, IT function, business function as well as oversight and assurance functions in respect of outsourcing of IT services. It shall further cover the criteria for selection of such activities as well as service providers, parameters for defining material outsourcing based on the broad criteria, delegation of authority depending on risk and materiality, disaster recovery and business continuity plans, systems to monitor and review the operations of these activities and termination processes and exit strategies, including business continuity in the event of a third-party service provider exiting the outsourcing arrangement.","None An RE intending to outsource any of its IT activities shall put in place a comprehensive Board approved IT outsourcing policy. The policy shall incorporate, inter alia, the roles and responsibilities of the Board, Committees of the Board (if any) and Senior Management, IT function, business function as well as oversight and assurance functions in respect of outsourcing of IT services. It shall further cover the criteria for selection of such activities as well as service providers, parameters for defining material outsourcing based on the broad criteria, delegation of authority depending on risk and materiality, disaster recovery and business continuity plans, systems to monitor and review the operations of these activities and termination processes and exit strategies, including business continuity in the event of a third-party service provider exiting the outsourcing arrangement.",Compliance required,N/A,Regulated Entities,Compliance Team,"REs must establish a comprehensive Board-approved IT outsourcing policy covering various roles, criteria for selection, monitoring, and exit strategies for IT services.",Draft and obtain approval for the IT outsourcing policy addressing all specified areas.
IT_Outsourcing,III - Governance Framework,Role of the Board,a) putting in place a framework for approval of IT outsourcing activities depending on risks and materiality;,a) putting in place a framework for approval of IT outsourcing activities depending on risks and materiality;,Compliance required,2024-03-31,Regulated Entities,Compliance Team,A framework for approving IT outsourcing activities based on risks and materiality must be established.,Develop and implement the IT outsourcing approval framework by the end of Q1 2024.
